Status,Filename,FolderA_Path,FolderA_Timestamp,FolderB_Path,FolderB_Timestamp
Exact Match,70850Appraising_Residential_Properties_Fourth_Edition_PDF-Ray_Rials.pdf,\\?\E:\0_My Stuff\Professional-Career\Appraisals\70850Appraising_Residential_Properties_Fourth_Edition_PDF-Ray_Rials.pdf,1520670888.0,\\?\D:\documents\Education\Professional\Appraisal\Manuals\70850Appraising_Residential_Properties_Fourth_Edition_PDF-Ray_Rials.pdf,1520670888.0
Exact Match,AcquiringRailCorridors.doc - acquiringrailcorridors.pdf,\\?\E:\0_My Stuff\Professional-Career\Appraisals\AcquiringRailCorridors.doc - acquiringrailcorridors.pdf,1683902114.0,\\?\D:\documents\Education\Professional\Appraisal\Theory\AcquiringRailCorridors.doc - acquiringrailcorridors.pdf,1683902114.0
Exact Match,BinderTemplate.docx,\\?\E:\0_My Stuff\Professional-Career\Appraisals\BinderTemplate.docx,1539918556.0,\\?\D:\documents\Education\Professional\Appraisal\BinderTemplate.docx,1539918556.0
Exact Match,CHECK LIST Appraisal Review Guide.doc,\\?\E:\0_My Stuff\Professional-Career\Appraisals\CHECK LIST Appraisal Review Guide.doc,1505765880.0,\\?\D:\documents\Education\Professional\Appraisal\Manuals\CHECK LIST Appraisal Review Guide.doc,1505769480.0
Exact Match,HP12Clinregress.pdf,\\?\E:\0_My Stuff\Professional-Career\Appraisals\HP12Clinregress.pdf,1728528948.0,\\?\D:\documents\Education\Professional\Appraisal\HP12Clinregress.pdf,1728528948.0
Exact Match,LR-2014-15_eUSPAP_with_Cover_and_Tabs__Final__8.13.13.pdf,\\?\E:\0_My Stuff\Professional-Career\Appraisals\LR-2014-15_eUSPAP_with_Cover_and_Tabs__Final__8.13.13.pdf,1416777894.0,\\?\D:\documents\Education\Professional\Appraisal\Manuals\USPAP\LR-2014-15_eUSPAP_with_Cover_and_Tabs__Final__8.13.13.pdf,1416781494.0
Exact Match,Math_Formulas_Cheat_Sheet.pdf,\\?\E:\0_My Stuff\Professional-Career\Appraisals\Math_Formulas_Cheat_Sheet.pdf,1637820150.0,\\?\D:\documents\Education\Professional\Appraisal\Math_Formulas_Cheat_Sheet.pdf,1637820150.0
Exact Match,Purchase Math for Appraisers-Shopping Cart.pdf,\\?\E:\0_My Stuff\Professional-Career\Appraisals\Purchase Math for Appraisers-Shopping Cart.pdf,1595604378.0,\\?\D:\documents\Employment\Appraisal\Expenses\Purchase Math for Appraisers-Shopping Cart.pdf,1595604378.0
Exact Match,Standard Rule 2-3 Signed Certification.pdf,\\?\E:\0_My Stuff\Professional-Career\Appraisals\Standard Rule 2-3 Signed Certification.pdf,1505182214.0,\\?\D:\documents\Education\Professional\Appraisal\Practice\Standard Rule 2-3 Signed Certification.pdf,1505182214.0
Exact Match,Statistical Analysis from Appriasal (Chapter 14).xlsx,\\?\E:\0_My Stuff\Professional-Career\Appraisals\Statistical Analysis from Appriasal (Chapter 14).xlsx,1518415488.0,\\?\D:\documents\Education\Professional\Appraisal\Statistical Analysis from Appriasal (Chapter 14).xlsx,1518415488.0
Exact Match,Federal Rules of Evidence.pdf,\\?\E:\0_My Stuff\Professional-Career\Appraisals\0-2024-08-20-McKissock-Intro to Legal Expert Testomony\Federal Rules of Evidence.pdf,1724200284.0,\\?\D:\documents\Education\Professional\Appraisal\Courses\2024-08-20-McKissock-Intro to Legal Expert Testomony\Federal Rules of Evidence.pdf,1724200283.553456
Exact Match,(DRAFTT) CH 74 Three Questions.docx,\\?\E:\0_My Stuff\Professional-Career\Appraisals\0-IRWA\(DRAFTT) CH 74 Three Questions.docx,1694969496.0,\\?\D:\documents\Education\Professional\Appraisal\Designations\IRWA\(DRAFTT) CH 74 Three Questions.docx,1694969495.7094464
Exact Match,Ray Rials_Leadership Newsletter (ver 2).docx,\\?\E:\0_My Stuff\Professional-Career\Appraisals\0-IRWA\Ray Rials_Leadership Newsletter (ver 2).docx,1695094052.0,\\?\D:\documents\Education\Professional\Appraisal\Designations\IRWA\Ray Rials_Leadership Newsletter (ver 2).docx,1695094051.578714
Exact Match,Ray Rials_Leadership Newsletter.docx,\\?\E:\0_My Stuff\Professional-Career\Appraisals\0-IRWA\Ray Rials_Leadership Newsletter.docx,1695002320.0,\\?\D:\documents\Education\Professional\Appraisal\Designations\IRWA\Ray Rials_Leadership Newsletter.docx,1695002318.3021736
Exact Match,421 Exam Answers.docx,\\?\E:\0_My Stuff\Professional-Career\Appraisals\0-IRWA\RW-AC Designation\421 Exam Answers.docx,1671096560.0,\\?\D:\documents\Education\Professional\Appraisal\Designations\IRWA\RW-AC Designation\421 Exam Answers.docx,1671096558.084649
Exact Match,Candidacy Acceptance Letter-.03.2022.pdf,\\?\E:\0_My Stuff\Professional-Career\Appraisals\0-IRWA\RW-AC Designation\Candidacy Acceptance Letter-.03.2022.pdf,1673390994.0,\\?\D:\documents\Education\Professional\Appraisal\Designations\IRWA\RW-AC Designation\Candidacy Acceptance Letter-.03.2022.pdf,1673390992.6939008
Exact Match,Exam Passing Letter 1-10-2023.pdf,\\?\E:\0_My Stuff\Professional-Career\Appraisals\0-IRWA\RW-AC Designation\Exam Passing Letter 1-10-2023.pdf,1673391122.0,\\?\D:\documents\Education\Professional\Appraisal\Designations\IRWA\RW-AC Designation\Exam Passing Letter 1-10-2023.pdf,1673391121.2629898
Exact Match,Order Confirmation_ Invoice #627508.pdf,\\?\E:\0_My Stuff\Professional-Career\Appraisals\0-IRWA\RW-AC Designation\Order Confirmation_ Invoice #627508.pdf,1651073966.0,\\?\D:\documents\Education\Professional\Appraisal\Designations\IRWA\RW-AC Designation\Order Confirmation_ Invoice #627508.pdf,1651073965.8977597
Exact Match,Ray Rials_Fee RW-AC Exam.PDF,\\?\E:\0_My Stuff\Professional-Career\Appraisals\0-IRWA\RW-AC Designation\Ray Rials_Fee RW-AC Exam.PDF,1651801506.0,\\?\D:\documents\Education\Professional\Appraisal\Designations\IRWA\RW-AC Designation\Ray Rials_Fee RW-AC Exam.PDF,1651801504.6336417
Exact Match,Ray Rials_Fee_IRWA RW-AC-Completion.PDF,\\?\E:\0_My Stuff\Professional-Career\Appraisals\0-IRWA\RW-AC Designation\Ray Rials_Fee_IRWA RW-AC-Completion.PDF,1673390696.0,\\?\D:\documents\Education\Professional\Appraisal\Designations\IRWA\RW-AC Designation\Ray Rials_Fee_IRWA RW-AC-Completion.PDF,1673390694.5352547
Exact Match,Ray Rials_RW-AC Completion Application (signed).pdf,\\?\E:\0_My Stuff\Professional-Career\Appraisals\0-IRWA\RW-AC Designation\Ray Rials_RW-AC Completion Application (signed).pdf,1673412334.0,\\?\D:\documents\Education\Professional\Appraisal\Designations\IRWA\RW-AC Designation\Ray Rials_RW-AC Completion Application (signed).pdf,1673412333.6217475
Exact Match,Ray Rials_RW-AC Declaration of Candidacy Exam(signed).pdf,\\?\E:\0_My Stuff\Professional-Career\Appraisals\0-IRWA\RW-AC Designation\Ray Rials_RW-AC Declaration of Candidacy Exam(signed).pdf,1652204412.0,\\?\D:\documents\Education\Professional\Appraisal\Designations\IRWA\RW-AC Designation\Ray Rials_RW-AC Declaration of Candidacy Exam(signed).pdf,1652204411.2498858
Exact Match,Ray Rials_RW-AC Declaration of Candidacy(signed).pdf,\\?\E:\0_My Stuff\Professional-Career\Appraisals\0-IRWA\RW-AC Designation\Ray Rials_RW-AC Declaration of Candidacy(signed).pdf,1652204412.0,\\?\D:\documents\Education\Professional\Appraisal\Designations\IRWA\RW-AC Designation\Ray Rials_RW-AC Declaration of Candidacy(signed).pdf,1652204411.2498858
Exact Match,Ray Rials_RW-AC Exam Request Form - Rev. 3 - 7.2016(FINAL).pdf,\\?\E:\0_My Stuff\Professional-Career\Appraisals\0-IRWA\RW-AC Designation\Ray Rials_RW-AC Exam Request Form - Rev. 3 - 7.2016(FINAL).pdf,1664406646.0,\\?\D:\documents\Education\Professional\Appraisal\Designations\IRWA\RW-AC Designation\Ray Rials_RW-AC Exam Request Form - Rev. 3 - 7.2016(FINAL).pdf,1664406645.187
Exact Match,(DRAFT) Ray_Rials-RWA_Completion_Application_Interactive.pdf,\\?\E:\0_My Stuff\Professional-Career\Appraisals\0-IRWA\RWA Designation\(DRAFT) Ray_Rials-RWA_Completion_Application_Interactive.pdf,1756244786.6129038,\\?\D:\documents\Education\Professional\Appraisal\Designations\IRWA\RWA Designation\(DRAFT) Ray_Rials-RWA_Completion_Application_Interactive.pdf,1756244786.6129038
Exact Match,(old)Ray_Rials-RWA_Completion_Application_Interactive.pdf,\\?\E:\0_My Stuff\Professional-Career\Appraisals\0-IRWA\RWA Designation\(old)Ray_Rials-RWA_Completion_Application_Interactive.pdf,1756248989.058004,\\?\D:\documents\Education\Professional\Appraisal\Designations\IRWA\RWA Designation\(old)Ray_Rials-RWA_Completion_Application_Interactive.pdf,1756248989.058004
Exact Match,(signed) Ray_Rials-RWA_Completion_Application.pdf,\\?\E:\0_My Stuff\Professional-Career\Appraisals\0-IRWA\RWA Designation\(signed) Ray_Rials-RWA_Completion_Application.pdf,1758248205.4725575,\\?\D:\documents\Education\Professional\Appraisal\Designations\IRWA\RWA Designation\(signed) Ray_Rials-RWA_Completion_Application.pdf,1758248205.4725575
Exact Match,2025-04 Ray Rials - Resume.docx,\\?\E:\0_My Stuff\Professional-Career\Appraisals\0-IRWA\RWA Designation\2025-04 Ray Rials - Resume.docx,1755743504.0,\\?\D:\documents\Education\Professional\Appraisal\Designations\IRWA\RWA Designation\2025-04 Ray Rials - Resume.docx,1755743504.0
Exact Match,421 Exam Answers.docx,\\?\E:\0_My Stuff\Professional-Career\Appraisals\0-IRWA\RWA Designation\421 Exam Answers.docx,1671096560.0,\\?\D:\documents\Education\Professional\Appraisal\Designations\IRWA\RW-AC Designation\421 Exam Answers.docx,1671096558.084649
Exact Match,Final Application-Attachments.pdf,\\?\E:\0_My Stuff\Professional-Career\Appraisals\0-IRWA\RWA Designation\Final Application-Attachments.pdf,1756245930.3985088,\\?\D:\documents\Education\Professional\Appraisal\Designations\IRWA\RWA Designation\Final Application-Attachments.pdf,1756245930.3985088
Exact Match,Order Confirmation_ Invoice #627508.pdf,\\?\E:\0_My Stuff\Professional-Career\Appraisals\0-IRWA\RWA Designation\Order Confirmation_ Invoice #627508.pdf,1651073966.0,\\?\D:\documents\Education\Professional\Appraisal\Designations\IRWA\RW-AC Designation\Order Confirmation_ Invoice #627508.pdf,1651073965.8977597
Exact Match,Order Confirmation_ Invoice #685575.pdf,\\?\E:\0_My Stuff\Professional-Career\Appraisals\0-IRWA\RWA Designation\Order Confirmation_ Invoice #685575.pdf,1692307956.0,\\?\D:\documents\Education\Professional\Appraisal\Designations\IRWA\RWA Designation\Order Confirmation_ Invoice #685575.pdf,1692307954.800052
Exact Match,Ray Rials - Qualifying ROW Experience Calculator2.xlsx,\\?\E:\0_My Stuff\Professional-Career\Appraisals\0-IRWA\RWA Designation\Ray Rials - Qualifying ROW Experience Calculator2.xlsx,1756229781.822497,\\?\D:\documents\Education\Professional\Appraisal\Designations\IRWA\RWA Designation\Ray Rials - Qualifying ROW Experience Calculator2.xlsx,1756229781.822497
Exact Match,Ray Rials-RWA_Completion_Application.pdf,\\?\E:\0_My Stuff\Professional-Career\Appraisals\0-IRWA\RWA Designation\Ray Rials-RWA_Completion_Application.pdf,1758234771.6343632,\\?\D:\documents\Education\Professional\Appraisal\Designations\IRWA\RWA Designation\Ray Rials-RWA_Completion_Application.pdf,1758234771.6343632
Exact Match,Ray Rials_RWA_Declaraction_of_Candidacy_Form (Signed).pdf,\\?\E:\0_My Stuff\Professional-Career\Appraisals\0-IRWA\RWA Designation\Ray Rials_RWA_Declaraction_of_Candidacy_Form (Signed).pdf,1692312340.0,\\?\D:\documents\Education\Professional\Appraisal\Designations\IRWA\RWA Designation\Ray Rials_RWA_Declaraction_of_Candidacy_Form (Signed).pdf,1692312339.8951614
Exact Match,Ray Rials_RWA_Declaraction_of_Candidacy_Form.pdf,\\?\E:\0_My Stuff\Professional-Career\Appraisals\0-IRWA\RWA Designation\Ray Rials_RWA_Declaraction_of_Candidacy_Form.pdf,1692312024.0,\\?\D:\documents\Education\Professional\Appraisal\Designations\IRWA\RWA Designation\Ray Rials_RWA_Declaraction_of_Candidacy_Form.pdf,1692312022.166409
Exact Match,Ray_Rials-Degree.pdf,\\?\E:\0_My Stuff\Professional-Career\Appraisals\0-IRWA\RWA Designation\Ray_Rials-Degree.pdf,1757977310.2237668,\\?\D:\documents\Education\Professional\Appraisal\Designations\IRWA\RWA Designation\Ray_Rials-Degree.pdf,1757977310.2237668
Exact Match,RWA Candidacy Acceptance Letter-.03.2022.pdf,\\?\E:\0_My Stuff\Professional-Career\Appraisals\0-IRWA\RWA Designation\RWA Candidacy Acceptance Letter-.03.2022.pdf,1692249506.0,\\?\D:\documents\Education\Professional\Appraisal\Designations\IRWA\RWA Designation\RWA Candidacy Acceptance Letter-.03.2022.pdf,1692249504.3699164
Exact Match,Template - Qualifying ROW Experience Calculator2.xlsx,\\?\E:\0_My Stuff\Professional-Career\Appraisals\0-IRWA\RWA Designation\Template - Qualifying ROW Experience Calculator2.xlsx,1756151307.127394,\\?\D:\documents\Education\Professional\Appraisal\Designations\IRWA\RWA Designation\Template - Qualifying ROW Experience Calculator2.xlsx,1756151307.127394
Exact Match,(DRAFT) Ray Rials RWP_Completion_Application_Interactive.pdf,\\?\E:\0_My Stuff\Professional-Career\Appraisals\0-IRWA\RWP Designation\(DRAFT) Ray Rials RWP_Completion_Application_Interactive.pdf,1757978194.6047578,\\?\D:\documents\Education\Professional\Appraisal\Designations\IRWA\RWP Designation\(DRAFT) Ray Rials RWP_Completion_Application_Interactive.pdf,1757978194.6047578
Exact Match,2022-02-28-IRWA-400 Principles of RE Appraisal.pdf,\\?\E:\0_My Stuff\Professional-Career\Appraisals\0-IRWA\RWP Designation\2022-02-28-IRWA-400 Principles of RE Appraisal.pdf,1756249918.3556237,\\?\D:\documents\Education\Professional\Appraisal\Designations\IRWA\RWP Designation\2022-02-28-IRWA-400 Principles of RE Appraisal.pdf,1756249918.3556237
Exact Match,2022-03-22-IRWA-105 The Uniform Act Summary.pdf,\\?\E:\0_My Stuff\Professional-Career\Appraisals\0-IRWA\RWP Designation\2022-03-22-IRWA-105 The Uniform Act Summary.pdf,1756249860.4450934,\\?\D:\documents\Education\Professional\Appraisal\Designations\IRWA\RWP Designation\2022-03-22-IRWA-105 The Uniform Act Summary.pdf,1756249860.4450934
Exact Match,New_Professional_ROW_Certification_Program_Declaraction_of_Candidacy_Form - Copy.pdf,\\?\E:\0_My Stuff\Professional-Career\Appraisals\0-IRWA\RWP Designation\New_Professional_ROW_Certification_Program_Declaraction_of_Candidacy_Form - Copy.pdf,1756250719.8552842,\\?\D:\documents\Education\Professional\Appraisal\Designations\IRWA\RWP Designation\New_Professional_ROW_Certification_Program_Declaraction_of_Candidacy_Form - Copy.pdf,1756250719.8552842
Exact Match,New_Professional_ROW_Certification_Program_Declaraction_of_Candidacy_Form.pdf,\\?\E:\0_My Stuff\Professional-Career\Appraisals\0-IRWA\RWP Designation\New_Professional_ROW_Certification_Program_Declaraction_of_Candidacy_Form.pdf,1759187950.2642612,\\?\D:\documents\Education\Professional\Appraisal\Designations\IRWA\RWP Designation\New_Professional_ROW_Certification_Program_Declaraction_of_Candidacy_Form.pdf,1759187950.2642612
Exact Match,Ray Rials-New_Professional_ROW_Certification_Program_Declaraction_of_Candidacy_Form.pdf,\\?\E:\0_My Stuff\Professional-Career\Appraisals\0-IRWA\RWP Designation\Ray Rials-New_Professional_ROW_Certification_Program_Declaraction_of_Candidacy_Form.pdf,1759188034.090982,\\?\D:\documents\Education\Professional\Appraisal\Designations\IRWA\RWP Designation\Ray Rials-New_Professional_ROW_Certification_Program_Declaraction_of_Candidacy_Form.pdf,1759188034.090982
Exact Match,RWP_Completion_Application_Interactive.pdf,\\?\E:\0_My Stuff\Professional-Career\Appraisals\0-IRWA\RWP Designation\RWP_Completion_Application_Interactive.pdf,1757977984.1803896,\\?\D:\documents\Education\Professional\Appraisal\Designations\IRWA\RWP Designation\RWP_Completion_Application_Interactive.pdf,1757977984.1803896
Exact Match,2023-09-29-Book-Communications and Negotiations.pdf,\\?\E:\0_My Stuff\Professional-Career\Appraisals\0-xx.xx.xx-IRWA-Negotions and comms\2023-09-29-Book-Communications and Negotiations.pdf,1696639592.0,\\?\D:\documents\Education\Professional\Appraisal\Courses\2023-09-29-IRWA Communications and Negotiation\2023-09-29-Book-Communications and Negotiations.pdf,1696639592.0
Exact Match,PS905SH--A_iGcm7fo6yUmA9v4bLPPuEQ-CM1.pdf,"\\?\E:\0_My Stuff\Professional-Career\Appraisals\02-2024-11-06-Artifical Intelligence, Blockchain, and the Metaverse\PS905SH--A_iGcm7fo6yUmA9v4bLPPuEQ-CM1.pdf",1730834464.0,"\\?\D:\documents\Education\Professional\Appraisal\Courses\2024-11-06-Artifical Intelligence, Blockchain, and the Metaverse\PS905SH--A_iGcm7fo6yUmA9v4bLPPuEQ-CM1.pdf",1730834464.0
Exact Match,331_chapter09-Mortgage Equity article.pdf,\\?\E:\0_My Stuff\Professional-Career\Appraisals\0_articles\331_chapter09-Mortgage Equity article.pdf,1696232968.0,\\?\D:\documents\Employment\Appraisal\0_articles\331_chapter09-Mortgage Equity article.pdf,1696232968.0
Exact Match,AI_Guide_Notes (2021).pdf,\\?\E:\0_My Stuff\Professional-Career\Appraisals\0_articles\AI_Guide_Notes (2021).pdf,1696233070.0,\\?\D:\documents\Employment\Appraisal\0_articles\AI_Guide_Notes (2021).pdf,1696233070.0
Exact Match,Ch-Ch-Changes in the Law - Eminent Domain and Infrastructure Update.pdf,\\?\E:\0_My Stuff\Professional-Career\Appraisals\0_articles\Ch-Ch-Changes in the Law - Eminent Domain and Infrastructure Update.pdf,1696233442.0,\\?\D:\documents\Employment\Appraisal\0_articles\Ch-Ch-Changes in the Law - Eminent Domain and Infrastructure Update.pdf,1696233442.0
Exact Match,Interagency Appraisal and Evaluation Guidelines 12-2-2010 Revision 2018.pdf,\\?\E:\0_My Stuff\Professional-Career\Appraisals\0_articles\Interagency Appraisal and Evaluation Guidelines 12-2-2010 Revision 2018.pdf,1679414558.0,\\?\D:\documents\Employment\Appraisal\0_articles\Interagency Appraisal and Evaluation Guidelines 12-2-2010 Revision 2018.pdf,1679414558.0
Exact Match,Interagency Appraisal and Evaluation Guidelines 12-2-2010 Revision 2019 Appraisal Threshold FIL-53-2019.pdf,\\?\E:\0_My Stuff\Professional-Career\Appraisals\0_articles\Interagency Appraisal and Evaluation Guidelines 12-2-2010 Revision 2019 Appraisal Threshold FIL-53-2019.pdf,1679414558.0,\\?\D:\documents\Employment\Appraisal\0_articles\Interagency Appraisal and Evaluation Guidelines 12-2-2010 Revision 2019 Appraisal Threshold FIL-53-2019.pdf,1679414558.0
Exact Match,Interagency Appraisal and Evaluation Guidelines 12-2-2010.pdf,\\?\E:\0_My Stuff\Professional-Career\Appraisals\0_articles\Interagency Appraisal and Evaluation Guidelines 12-2-2010.pdf,1679414558.0,\\?\D:\documents\Employment\Appraisal\0_articles\Interagency Appraisal and Evaluation Guidelines 12-2-2010.pdf,1679414558.0
Exact Match,New Ports-to-Plains Interstate Through West Texas Designated for Future Development The Texan.pdf,\\?\E:\0_My Stuff\Professional-Career\Appraisals\0_articles\New Ports-to-Plains Interstate Through West Texas Designated for Future Development The Texan.pdf,1696233350.0,\\?\D:\documents\Employment\Appraisal\0_articles\New Ports-to-Plains Interstate Through West Texas Designated for Future Development The Texan.pdf,1696233350.0
Exact Match,Philly-White-Paper-Jan-2020-FINAL.pdf,\\?\E:\0_My Stuff\Professional-Career\Appraisals\0_articles\Philly-White-Paper-Jan-2020-FINAL.pdf,1647547098.0,\\?\D:\documents\Employment\Appraisal\0_articles\Philly-White-Paper-Jan-2020-FINAL.pdf,1647547098.0
Exact Match,The-Alarming-Repricing-of-Office-Buildings-2.7.2022-FINAL.pdf,\\?\E:\0_My Stuff\Professional-Career\Appraisals\0_articles\The-Alarming-Repricing-of-Office-Buildings-2.7.2022-FINAL.pdf,1647555642.0,\\?\D:\documents\Employment\Appraisal\0_articles\The-Alarming-Repricing-of-Office-Buildings-2.7.2022-FINAL.pdf,1647555642.0
Exact Match,title-xi-as-amended-by-the-dodd-frank-reform-act.pdf,\\?\E:\0_My Stuff\Professional-Career\Appraisals\0_articles\title-xi-as-amended-by-the-dodd-frank-reform-act.pdf,1696233124.0,\\?\D:\documents\Employment\Appraisal\0_articles\title-xi-as-amended-by-the-dodd-frank-reform-act.pdf,1696233124.0
Exact Match,TAJ_Spr22_099-108_Feat1-Desktop_ForWeb.pdf,\\?\E:\0_My Stuff\Professional-Career\Appraisals\0_articles\Appraisal Types\TAJ_Spr22_099-108_Feat1-Desktop_ForWeb.pdf,1680053302.0,\\?\D:\documents\Education\Professional\Appraisal\Theory\Appraisal Types\TAJ_Spr22_099-108_Feat1-Desktop_ForWeb.pdf,1680053302.0
Exact Match,TAJ_Fall22_248-254_NotesIssues_ForWeb.pdf,\\?\E:\0_My Stuff\Professional-Career\Appraisals\0_articles\Bias\TAJ_Fall22_248-254_NotesIssues_ForWeb.pdf,1680053260.0,\\?\D:\documents\Education\Professional\Appraisal\Theory\Bias\TAJ_Fall22_248-254_NotesIssues_ForWeb.pdf,1680053260.0
Exact Match,Across the Fence Methodology for Valuation of Corridors_ What Is It and How Is It Used_.pdf,\\?\E:\0_My Stuff\Professional-Career\Appraisals\0_articles\Corridor\Across the Fence Methodology for Valuation of Corridors_ What Is It and How Is It Used_.pdf,1673220376.0,\\?\D:\documents\Education\Professional\Appraisal\Theory\Prop Types\Corridor\Across the Fence Methodology for Valuation of Corridors_ What Is It and How Is It Used_.pdf,1673220376.0
Exact Match,Transit corridor valuation_ issues and methods.pdf,\\?\E:\0_My Stuff\Professional-Career\Appraisals\0_articles\Corridor\Transit corridor valuation_ issues and methods.pdf,1673219246.0,\\?\D:\documents\Education\Professional\Appraisal\Theory\Prop Types\Corridor\Transit corridor valuation_ issues and methods.pdf,1673219246.0
Exact Match,Property_Symposium_Exp_12-21-17_-_Final.pdf,\\?\E:\0_My Stuff\Professional-Career\Appraisals\0_articles\Prop Rights\Property_Symposium_Exp_12-21-17_-_Final.pdf,1680188132.0,\\?\D:\documents\Education\Professional\Appraisal\Theory\Prop Rights\Property_Symposium_Exp_12-21-17_-_Final.pdf,1680188132.0
Exact Match,ALM20_Valuation.pdf,\\?\E:\0_My Stuff\Professional-Career\Appraisals\0_articles\Prop Types\ALM20_Valuation.pdf,1680114132.0,\\?\D:\documents\Education\Professional\Appraisal\Theory\Prop Types\ALM20_Valuation.pdf,1680114132.0
Exact Match,comp-guidebook.pdf,\\?\E:\0_My Stuff\Professional-Career\Appraisals\1-AI-GRS Exam\AI-GRS Prep\comp-guidebook.pdf,1717177208.0,\\?\D:\documents\Education\Professional\Appraisal\Designations\AI\AI-GRS\comp-guidebook.pdf,1717177206.4046564
Exact Match,demo-guidebook-general.pdf,\\?\E:\0_My Stuff\Professional-Career\Appraisals\1-AI-GRS Exam\AI-GRS Prep\demo-guidebook-general.pdf,1701992090.0,\\?\D:\documents\Education\Professional\Appraisal\Designations\AI\AI-GRS\demo-guidebook-general.pdf,1701992088.4846165
Exact Match,Comprehensive Exam Review - Cost_HBUModule.pptx,\\?\E:\0_My Stuff\Professional-Career\Appraisals\1-AI-GRS Exam\Gary DeWeese\Comprehensive Exam Review - Cost_HBUModule.pptx,1731373854.0,\\?\D:\documents\Education\Professional\Appraisal\Designations\AI\AI-GRS\1-AI-GRS Exam\Gary DeWeese\Comprehensive Exam Review - Cost_HBUModule.pptx,1731373854.0
